退款单号,订单编号,申请时间,商品编码,商品名称,品类,refund_type,退款原因,退款金额,退款状态
RF20250807005105,京20250807459974,2025-08-07 10:02:00,SKU_电_004,电子商品10,电子,仅退款,物流太慢,508.38,已完成
RF20250807005106,京20250807752370,2025-08-07 20:28:00,SKU_电_005,电子商品17,电子,退货退款,与描述不符,357.81,已完成
RF20250807005107,京20250807564334,2025-08-07 10:08:00,SKU_电_006,电子商品18,电子,仅退款,物流太慢,342.88,已完成
RF20250807005108,京20250807733685,2025-08-07 12:20:00,SKU_电_002,电子商品2,电子,退货退款,质量问题,396.74,已完成
RF20250807005109,京20250807769067,2025-08-07 18:37:00,SKU_服_001,服装商品19,服装,退货退款,不想要了,231.57,处理中
RF20250807005110,京20250807430112,2025-08-07 16:21:00,SKU_服_001,服装商品10,服装,仅退款,质量问题,184.53,已完成
RF20250807005111,京20250807089795,2025-08-07 17:34:00,SKU_服_005,服装商品6,服装,仅退款,物流太慢,200.89,已完成
RF20250808005219,京20250808708565,2025-08-08 15:37:00,SKU_美_006,美妆商品1,美妆,仅退款,物流太慢,168.41,已完成
RF20250808005220,京20250808724722,2025-08-08 09:01:00,SKU_美_008,美妆商品16,美妆,仅退款,不想要了,134.52,已完成
RF20250808005221,京20250808189917,2025-08-08 09:03:00,SKU_美_004,美妆商品17,美妆,退货退款,物流太慢,153.07,处理中
RF20250808005222,京20250808023892,2025-08-08 14:38:00,SKU_美_006,美妆商品10,美妆,退货退款,物流太慢,132.27,已完成
RF20250808005223,京20250808866362,2025-08-08 16:34:00,SKU_食_006,食品商品17,食品,退货退款,物流太慢,44.85,已完成
RF20250808005224,京20250808775169,2025-08-08 13:20:00,SKU_食_008,食品商品2,食品,退货退款,尺码不合适,54.49,已完成
RF20250808005225,京20250808282287,2025-08-08 18:19:00,SKU_食_005,食品商品10,食品,退货退款,物流太慢,59.66,已完成
RF20250808005226,京20250808055209,2025-08-08 20:12:00,SKU_食_006,食品商品5,食品,退货退款,不想要了,39.73,已完成
RF20250808005227,京20250808496193,2025-08-08 09:24:00,SKU_食_003,食品商品1,食品,仅退款,物流太慢,55.83,已完成
RF20250808005228,京20250808224997,2025-08-08 14:08:00,SKU_食_001,食品商品10,食品,退货退款,尺码不合适,42.38,已完成
RF20250808005229,京20250808343382,2025-08-08 11:30:00,SKU_食_003,食品商品7,食品,退货退款,物流太慢,55.77,已完成
RF20250808005230,京20250808773430,2025-08-08 15:39:00,SKU_食_005,食品商品3,食品,仅退款,物流太慢,48.16,已完成
RF20250808005231,京20250808700707,2025-08-08 09:30:00,SKU_食_001,食品商品6,食品,退货退款,物流太慢,47.45,已拒绝
RF20250808005232,京20250808191881,2025-08-08 14:34:00,SKU_电_003,电子商品4,电子,仅退款,物流太慢,531.09,已完成
RF20250808005233,京20250808799656,2025-08-08 11:05:00,SKU_电_002,电子商品2,电子,仅退款,质量问题,409.21,已完成
RF20250808005234,京20250808571077,2025-08-08 16:58:00,SKU_电_008,电子商品17,电子,仅退款,不想要了,410.76,已完成
RF20250808005235,京20250808684580,2025-08-08 18:32:00,SKU_电_001,电子商品12,电子,退货退款,质量问题,328.02,已完成
RF20250808005236,京20250808781035,2025-08-08 20:37:00,SKU_电_006,电子商品6,电子,退货退款,不想要了,302.93,已完成
RF20250808005237,京20250808741601,2025-08-08 09:19:00,SKU_电_003,电子商品10,电子,仅退款,质量问题,408.79,已完成
RF20250808005238,京20250808356060,2025-08-08 08:31:00,SKU_电_005,电子商品1,电子,退货退款,物流太慢,293.82,已完成
RF20250808005239,京20250808619493,2025-08-08 08:15:00,SKU_电_001,电子商品14,电子,仅退款,物流太慢,369.23,已完成
RF20250808005240,京20250808860515,2025-08-08 20:42:00,SKU_电_008,电子商品6,电子,退货退款,物流太慢,308.3,已完成
RF20250808005241,京20250808347010,2025-08-08 19:05:00,SKU_电_001,电子商品13,电子,退货退款,物流太慢,264.23,已拒绝
RF20250808005242,京20250808000940,2025-08-08 13:42:00,SKU_电_009,电子商品17,电子,仅退款,物流太慢,435.86,已完成
RF20250808005243,京20250808297470,2025-08-08 09:28:00,SKU_电_002,电子商品1,电子,退货退款,物流太慢,332.48,已完成
RF20250808005244,京20250808762853,2025-08-08 19:50:00,SKU_服_009,服装商品13,服装,仅退款,物流太慢,213.4,处理中
RF20250808005245,京20250808993352,2025-08-08 16:15:00,SKU_服_005,服装商品12,服装,退货退款,不想要了,222.8,已完成
RF20250808005246,京20250808417901,2025-08-08 17:12:00,SKU_服_003,服装商品5,服装,退货退款,尺码不合适,183.45,处理中
RF20250809005361,京20250809501994,2025-08-09 12:51:00,SKU_美_003,美妆商品5,美妆,退货退款,质量问题,151.01,已完成
RF20250809005362,京20250809581980,2025-08-09 19:15:00,SKU_美_009,美妆商品8,美妆,仅退款,物流太慢,165.81,已完成
RF20250809005363,京20250809780807,2025-08-09 10:46:00,SKU_美_008,美妆商品11,美妆,退货退款,与描述不符,187.11,已完成
RF20250809005364,京20250809897609,2025-08-09 21:48:00,SKU_食_002,食品商品16,食品,仅退款,与描述不符,44.96,已完成
RF20250809005365,京20250809744982,2025-08-09 20:56:00,SKU_食_001,食品商品19,食品,仅退款,物流太慢,55.65,已完成
RF20250809005366,京20250809022233,2025-08-09 17:38:00,SKU_食_004,食品商品2,食品,仅退款,物流太慢,39.66,已完成
RF20250809005367,京20250809222947,2025-08-09 13:52:00,SKU_食_005,食品商品13,食品,仅退款,物流太慢,47.92,处理中
RF20250809005368,京20250809536174,2025-08-09 11:54:00,SKU_食_009,食品商品14,食品,退货退款,物流太慢,50.08,已完成
RF20250809005369,京20250809098060,2025-08-09 13:24:00,SKU_食_005,食品商品6,食品,仅退款,物流太慢,54.3,已完成
RF20250809005370,京20250809775681,2025-08-09 18:25:00,SKU_食_004,食品商品4,食品,退货退款,质量问题,49.46,已拒绝
RF20250809005371,京20250809468168,2025-08-09 08:42:00,SKU_电_008,电子商品2,电子,退货退款,与描述不符,384.79,已拒绝
RF20250809005372,京20250809085528,2025-08-09 09:21:00,SKU_电_001,电子商品11,电子,仅退款,物流太慢,373.35,已完成
RF20250809005373,京20250809581765,2025-08-09 15:51:00,SKU_电_007,电子商品6,电子,仅退款,物流太慢,400.42,已完成
RF20250809005374,京20250809885030,2025-08-09 20:07:00,SKU_电_008,电子商品1,电子,退货退款,质量问题,400.3,已完成
RF20250809005375,京20250809295101,2025-08-09 17:10:00,SKU_电_003,电子商品18,电子,仅退款,物流太慢,433.57,已完成
RF20250809005376,京20250809348636,2025-08-09 11:18:00,SKU_电_007,电子商品15,电子,仅退款,物流太慢,372.82,已完成
RF20250809005377,京20250809966940,2025-08-09 20:00:00,SKU_电_001,电子商品17,电子,仅退款,质量问题,432.41,已拒绝
RF20250809005378,京20250809163264,2025-08-09 11:57:00,SKU_电_001,电子商品15,电子,退货退款,不想要了,537.17,已完成
RF20250809005379,京20250809997899,2025-08-09 20:53:00,SKU_电_006,电子商品6,电子,退货退款,不想要了,358.68,已拒绝
RF20250809005380,京20250809705179,2025-08-09 08:02:00,SKU_电_002,电子商品12,电子,仅退款,物流太慢,349.15,已拒绝
RF20250809005381,京20250809437074,2025-08-09 15:47:00,SKU_电_001,电子商品5,电子,仅退款,质量问题,403.5,已完成
RF20250809005382,京20250809494116,2025-08-09 08:06:00,SKU_电_006,电子商品9,电子,仅退款,物流太慢,376.19,已完成
RF20250809005383,京20250809001376,2025-08-09 11:06:00,SKU_电_002,电子商品1,电子,退货退款,尺码不合适,392.04,已完成
RF20250809005384,京20250809470011,2025-08-09 19:44:00,SKU_电_005,电子商品17,电子,退货退款,物流太慢,437.26,已完成
RF20250809005385,京20250809737387,2025-08-09 20:27:00,SKU_电_004,电子商品13,电子,仅退款,物流太慢,350.53,已完成
RF20250809005386,京20250809181105,2025-08-09 20:29:00,SKU_电_007,电子商品16,电子,仅退款,不想要了,347.91,已拒绝
RF20250809005387,京20250809834982,2025-08-09 13:05:00,SKU_电_004,电子商品9,电子,仅退款,物流太慢,344.88,已完成
RF20250809005388,京20250809275524,2025-08-09 21:51:00,SKU_服_008,服装商品1,服装,仅退款,不想要了,155.14,处理中
RF20250809005389,京20250809085640,2025-08-09 09:14:00,SKU_服_004,服装商品19,服装,退货退款,物流太慢,165.63,已完成
RF20250809005390,京20250809095083,2025-08-09 10:41:00,SKU_服_003,服装商品9,服装,仅退款,物流太慢,191.14,已完成
RF20250809005391,京20250809966737,2025-08-09 09:52:00,SKU_服_003,服装商品12,服装,仅退款,尺码不合适,141.42,已拒绝
RF20250809005392,京20250809525491,2025-08-09 15:45:00,SKU_服_007,服装商品18,服装,仅退款,物流太慢,208.34,已完成
RF20250810005486,京20250810551177,2025-08-10 20:42:00,SKU_美_004,美妆商品3,美妆,退货退款,物流太慢,138.32,处理中
RF20250810005487,京20250810276359,2025-08-10 09:02:00,SKU_美_003,美妆商品4,美妆,退货退款,物流太慢,153.7,已完成
RF20250810005488,京20250810057220,2025-08-10 11:27:00,SKU_美_004,美妆商品5,美妆,仅退款,与描述不符,135.82,已完成
RF20250810005489,京20250810330869,2025-08-10 12:07:00,SKU_美_007,美妆商品14,美妆,退货退款,物流太慢,139.89,处理中
RF20250810005490,京20250810715952,2025-08-10 17:20:00,SKU_食_008,食品商品13,食品,退货退款,物流太慢,54.84,已完成
RF20250810005491,京20250810727462,2025-08-10 21:10:00,SKU_食_009,食品商品11,食品,退货退款,物流太慢,49.85,已完成
RF20250810005492,京20250810052303,2025-08-10 12:34:00,SKU_食_006,食品商品15,食品,仅退款,与描述不符,62.77,处理中
RF20250810005493,京20250810324841,2025-08-10 17:09:00,SKU_食_008,食品商品2,食品,退货退款,物流太慢,52.59,已完成
RF20250810005494,京20250810368023,2025-08-10 09:18:00,SKU_食_007,食品商品6,食品,退货退款,物流太慢,39.0,已完成
RF20250810005495,京20250810822923,2025-08-10 21:51:00,SKU_食_008,食品商品7,食品,仅退款,不想要了,46.02,已完成
RF20250810005496,京20250810310763,2025-08-10 17:18:00,SKU_电_008,电子商品1,电子,仅退款,与描述不符,407.7,已完成
RF20250810005497,京20250810626161,2025-08-10 19:19:00,SKU_电_007,电子商品18,电子,退货退款,与描述不符,323.13,已完成
RF20250810005498,京20250810027720,2025-08-10 09:24:00,SKU_电_005,电子商品15,电子,仅退款,物流太慢,504.05,已完成
RF20250810005499,京20250810784317,2025-08-10 21:43:00,SKU_电_007,电子商品19,电子,退货退款,物流太慢,427.95,已完成
RF20250810005500,京20250810641478,2025-08-10 21:58:00,SKU_电_007,电子商品12,电子,仅退款,物流太慢,271.64,已完成
RF20250810005501,京20250810676278,2025-08-10 17:44:00,SKU_电_003,电子商品11,电子,退货退款,物流太慢,318.14,已完成
RF20250810005502,京20250810342795,2025-08-10 17:38:00,SKU_电_007,电子商品1,电子,仅退款,物流太慢,365.45,处理中
RF20250810005503,京20250810308487,2025-08-10 18:23:00,SKU_电_007,电子商品9,电子,退货退款,物流太慢,375.72,已完成
RF20250810005504,京20250810988630,2025-08-10 13:10:00,SKU_电_007,电子商品15,电子,退货退款,尺码不合适,454.81,处理中
RF20250810005505,京20250810166733,2025-08-10 14:41:00,SKU_电_003,电子商品17,电子,仅退款,物流太慢,487.64,处理中
RF20250810005506,京20250810430384,2025-08-10 12:13:00,SKU_电_002,电子商品4,电子,退货退款,尺码不合适,459.33,已完成
RF20250810005507,京20250810295770,2025-08-10 08:32:00,SKU_电_003,电子商品16,电子,退货退款,物流太慢,438.88,已完成
RF20250810005508,京20250810085258,2025-08-10 20:22:00,SKU_电_002,电子商品18,电子,仅退款,尺码不合适,349.74,已完成
RF20250810005509,京20250810985390,2025-08-10 09:24:00,SKU_电_002,电子商品15,电子,仅退款,物流太慢,389.45,已完成
RF20250810005510,京20250810020747,2025-08-10 19:33:00,SKU_电_006,电子商品12,电子,退货退款,物流太慢,399.66,处理中
RF20250810005511,京20250810312151,2025-08-10 20:12:00,SKU_服_002,服装商品15,服装,仅退款,物流太慢,178.95,已完成
RF20250810005512,京20250810443094,2025-08-10 16:02:00,SKU_服_001,服装商品1,服装,退货退款,尺码不合适,193.01,处理中
RF20250810005513,京20250810203746,2025-08-10 18:28:00,SKU_服_008,服装商品2,服装,仅退款,物流太慢,246.84,已完成
RF20250810005514,京20250810791736,2025-08-10 10:14:00,SKU_服_002,服装商品16,服装,仅退款,物流太慢,190.1,处理中
RF20250811005606,京20250811559715,2025-08-11 19:55:00,SKU_美_004,美妆商品16,美妆,退货退款,不想要了,148.21,已完成
RF20250811005607,京20250811446823,2025-08-11 20:55:00,SKU_美_008,美妆商品1,美妆,仅退款,物流太慢,170.51,已拒绝
RF20250811005608,京20250811680153,2025-08-11 21:39:00,SKU_美_009,美妆商品15,美妆,退货退款,尺码不合适,135.34,处理中
RF20250811005609,京20250811558785,2025-08-11 15:43:00,SKU_美_009,美妆商品16,美妆,退货退款,与描述不符,154.3,已完成
RF20250811005610,京20250811878264,2025-08-11 08:22:00,SKU_美_003,美妆商品19,美妆,退货退款,物流太慢,158.9,已完成
RF20250811005611,京20250811686987,2025-08-11 20:35:00,SKU_美_003,美妆商品14,美妆,退货退款,不想要了,136.85,已完成
RF20250811005612,京20250811649456,2025-08-11 08:40:00,SKU_食_003,食品商品6,食品,退货退款,物流太慢,41.02,处理中
RF20250811005613,京20250811246881,2025-08-11 19:12:00,SKU_食_002,食品商品8,食品,仅退款,质量问题,45.53,已完成
RF20250811005614,京20250811344232,2025-08-11 08:36:00,SKU_食_005,食品商品11,食品,仅退款,物流太慢,69.64,已完成
RF20250811005615,京20250811487753,2025-08-11 11:18:00,SKU_食_001,食品商品18,食品,仅退款,与描述不符,51.11,已拒绝
RF20250811005616,京20250811437144,2025-08-11 08:42:00,SKU_食_006,食品商品9,食品,退货退款,物流太慢,58.94,已完成
RF20250811005617,京20250811994877,2025-08-11 11:42:00,SKU_食_001,食品商品16,食品,仅退款,尺码不合适,56.69,已完成
RF20250811005618,京20250811015484,2025-08-11 11:43:00,SKU_食_007,食品商品13,食品,仅退款,物流太慢,44.29,已完成
RF20250811005619,京20250811288865,2025-08-11 14:31:00,SKU_食_004,食品商品9,食品,退货退款,物流太慢,50.59,已完成
RF20250811005620,京20250811390020,2025-08-11 10:31:00,SKU_食_001,食品商品14,食品,退货退款,不想要了,52.29,处理中
RF20250811005621,京20250811215948,2025-08-11 13:34:00,SKU_食_001,食品商品3,食品,仅退款,尺码不合适,50.9,处理中
RF20250811005622,京20250811434713,2025-08-11 15:29:00,SKU_食_002,食品商品11,食品,仅退款,物流太慢,48.68,已完成
RF20250811005623,京20250811504684,2025-08-11 14:34:00,SKU_食_004,食品商品14,食品,仅退款,物流太慢,60.67,已完成
RF20250811005624,京20250811183753,2025-08-11 08:26:00,SKU_食_005,食品商品8,食品,仅退款,质量问题,58.11,已完成
RF20250811005625,京20250811937753,2025-08-11 09:08:00,SKU_食_001,食品商品12,食品,仅退款,物流太慢,56.38,处理中
RF20250811005626,京20250811568088,2025-08-11 16:04:00,SKU_电_005,电子商品5,电子,仅退款,物流太慢,282.72,已完成
RF20250811005627,京20250811527822,2025-08-11 11:24:00,SKU_电_002,电子商品7,电子,仅退款,不想要了,403.37,已拒绝
RF20250811005628,京20250811670769,2025-08-11 08:22:00,SKU_电_004,电子商品5,电子,仅退款,不想要了,362.61,已完成
RF20250811005629,京20250811832129,2025-08-11 14:01:00,SKU_电_004,电子商品2,电子,退货退款,质量问题,523.51,已完成
RF20250811005630,京20250811475703,2025-08-11 13:35:00,SKU_电_002,电子商品6,电子,退货退款,物流太慢,371.49,已完成
RF20250811005631,京20250811898835,2025-08-11 21:22:00,SKU_电_009,电子商品11,电子,退货退款,物流太慢,409.83,已完成
RF20250811005632,京20250811095466,2025-08-11 15:28:00,SKU_电_008,电子商品1,电子,退货退款,物流太慢,462.44,处理中
RF20250811005633,京20250811917438,2025-08-11 19:46:00,SKU_电_005,电子商品18,电子,仅退款,物流太慢,595.8,已完成
RF20250811005634,京20250811451060,2025-08-11 21:08:00,SKU_电_008,电子商品5,电子,退货退款,尺码不合适,400.83,已完成
RF20250811005635,京20250811408989,2025-08-11 12:39:00,SKU_电_006,电子商品18,电子,仅退款,质量问题,505.57,已完成
RF20250811005636,京20250811367020,2025-08-11 21:56:00,SKU_电_003,电子商品7,电子,仅退款,质量问题,405.08,处理中
RF20250811005637,京20250811695318,2025-08-11 18:16:00,SKU_电_006,电子商品9,电子,仅退款,与描述不符,292.77,已完成
RF20250811005638,京20250811219326,2025-08-11 12:50:00,SKU_服_004,服装商品3,服装,退货退款,物流太慢,161.38,已拒绝
RF20250811005639,京20250811617890,2025-08-11 11:40:00,SKU_服_003,服装商品13,服装,退货退款,物流太慢,244.75,已完成
